Id,WnvPresent
212,0.013
213,0.013
214,0.013
215,0.013
216,0.004058823529411765
217,0.005
218,0.004
219,0.006285714285714286
220,0.004
221,0.004
222,0.004
223,0.004
224,0.006285714285714286
225,0.005
226,0.004
227,0.005285714285714286
228,0.004
229,0.004
230,0.004
231,0.004
232,0.005285714285714286
233,0.008
234,0.0035
235,0.0042781217750258
236,0.0035
237,0.0025
238,0.0025
239,0.0025
240,0.0042781217750258
241,0.0064358974358974365
242,0.0044358974358974365
243,0.008533333333333334
244,0.0044358974358974365
245,0.0044358974358974365
246,0.0044358974358974365
247,0.0044358974358974365
248,0.008533333333333334
249,0.009166666666666667
250,0.003
251,0.0115
252,0.003
253,0.003
254,0.003
255,0.003
256,0.0115
257,0.0024
258,0.0004
259,0.0074
260,0.0004
261,0.0004
262,0.0004
263,0.0004
264,0.0074
265,0.004090909090909091
266,0.0
267,0.0045
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0045
273,0.011
274,0.007
275,0.015
276,0.007
277,0.007
278,0.007
279,0.007
280,0.015
281,0.005
282,0.0033333333333333335
283,0.009891228070175439
284,0.0033333333333333335
285,0.0033333333333333335
286,0.0033333333333333335
287,0.0033333333333333335
288,0.009891228070175439
289,0.005090909090909091
290,0.003
291,0.0096
292,0.003
293,0.003
294,0.003
295,0.003
296,0.0096
297,0.011
298,0.005
299,0.006
300,0.005
301,0.005
302,0.005
303,0.005
304,0.006
305,0.0045
306,0.003
307,0.002
308,0.003
309,0.003
310,0.003
311,0.003
312,0.002
313,0.009
314,0.006
315,0.011
316,0.006
317,0.006
318,0.006
319,0.006
320,0.011
321,0.0073119047619047625
322,0.00425
323,0.002052631578947368
324,0.00425
325,0.00325
326,0.00325
327,0.00325
328,0.002052631578947368
329,0.004666666666666667
330,0.0013333333333333333
331,0.007333333333333333
332,0.0013333333333333333
333,0.0003333333333333333
334,0.0003333333333333333
335,0.0003333333333333333
336,0.007333333333333333
337,0.008291666666666668
338,0.008258333333333335
339,0.011166666666666668
340,0.008258333333333335
341,0.008258333333333335
342,0.008258333333333335
343,0.008258333333333335
344,0.011166666666666668
345,0.005666666666666667
346,0.004666666666666666
347,0.011166666666666667
348,0.004666666666666666
349,0.004666666666666666
350,0.004666666666666666
351,0.004666666666666666
352,0.011166666666666667
353,0.025120238095238095
354,0.014902777777777779
355,0.02478888888888889
356,0.014902777777777779
357,0.014902777777777779
358,0.014902777777777779
359,0.014902777777777779
360,0.02478888888888889
361,0.028
362,0.016
363,0.02
364,0.016
365,0.016
366,0.016
367,0.016
368,0.02
369,0.013166666666666669
370,0.012166666666666666
371,0.01375
372,0.012166666666666666
373,0.012166666666666666
374,0.012166666666666666
375,0.012166666666666666
376,0.01375
377,0.008
378,0.01
379,0.006
380,0.01
381,0.01
382,0.01
383,0.01
384,0.006
385,0.010571428571428572
386,0.01
387,0.012
388,0.01
389,0.01
390,0.01
391,0.01
392,0.012
393,0.004
394,0.005
395,0.004
396,0.005
397,0.005
398,0.005
399,0.005
400,0.004
401,0.017333333333333333
402,0.014666666666666666
403,0.018666666666666665
404,0.014666666666666666
405,0.014666666666666666
406,0.014666666666666666
407,0.014666666666666666
408,0.018666666666666665
409,0.009
410,0.008
411,0.01
412,0.008
413,0.008
414,0.008
415,0.008
416,0.01
417,0.003
418,0.005
419,0.004
420,0.005
421,0.005
422,0.005
423,0.005
424,0.004
425,0.005
426,0.004
427,0.004
428,0.004
429,0.004
430,0.004
431,0.004
432,0.004
433,0.003
434,0.003
435,0.004
436,0.003
437,0.003
438,0.003
439,0.003
440,0.004
441,0.007
442,0.009
443,0.005
444,0.009
445,0.009
446,0.009
447,0.009
448,0.005
449,0.007
450,0.007
451,0.006
452,0.007
453,0.007
454,0.007
455,0.007
456,0.006
457,0.008666666666666666
458,0.0033333333333333335
459,0.007333333333333333
460,0.0033333333333333335
461,0.0023333333333333335
462,0.0023333333333333335
463,0.0023333333333333335
464,0.007333333333333333
465,0.007166666666666667
466,0.005366666666666667
467,0.010657894736842104
468,0.005366666666666667
469,0.005366666666666667
470,0.005366666666666667
471,0.005366666666666667
472,0.010657894736842104
473,0.022938636363636366
474,0.012488636363636363
475,0.021105303030303026
476,0.012488636363636363
477,0.012488636363636363
478,0.012488636363636363
479,0.012488636363636363
480,0.021105303030303026
481,0.017875
482,0.013458333333333334
483,0.020375
484,0.013458333333333334
485,0.013458333333333334
486,0.013458333333333334
487,0.013458333333333334
488,0.02020833333333333
489,0.005
490,0.004
491,0.011957894736842105
492,0.004
493,0.004
494,0.004
495,0.004
496,0.011957894736842105
497,0.017
498,0.007
499,0.013
500,0.007
501,0.007
502,0.007
503,0.007
504,0.013
505,0.008333333333333333
506,0.0085
507,0.005547619047619048
508,0.0085
509,0.0085
510,0.0085
511,0.0085
512,0.005547619047619048
513,0.007666666666666666
514,0.004
515,0.00875
516,0.004
517,0.004
518,0.004
519,0.004
520,0.00875
521,0.0046
522,0.0060999999999999995
523,0.005574074074074074
524,0.0060999999999999995
525,0.0060999999999999995
526,0.0060999999999999995
527,0.0060999999999999995
528,0.005574074074074074
529,0.018574999999999998
530,0.013458333333333334
531,0.019408333333333333
532,0.013458333333333334
533,0.013458333333333334
534,0.013458333333333334
535,0.013458333333333334
536,0.019408333333333333
537,0.01484423076923077
538,0.01189423076923077
539,0.012232894736842104
540,0.01189423076923077
541,0.01189423076923077
542,0.01189423076923077
543,0.01189423076923077
544,0.012232894736842104
545,0.011
546,0.01
547,0.005
548,0.01
549,0.01
550,0.01
551,0.01
552,0.005
553,0.0175
554,0.019
555,0.0085
556,0.019
557,0.018
558,0.018
559,0.018
560,0.0085
561,0.01484423076923077
562,0.01089423076923077
563,0.011075
564,0.01089423076923077
565,0.01089423076923077
566,0.01089423076923077
567,0.01089423076923077
568,0.011075
569,0.007
570,0.006
571,0.007
572,0.006
573,0.006
574,0.006
575,0.006
576,0.007
577,0.012125
578,0.007125
579,0.005
580,0.007125
581,0.007125
582,0.007125
583,0.007125
584,0.005
585,0.011
586,0.006
587,0.01
588,0.006
589,0.006
590,0.006
591,0.006
592,0.01
593,0.01
594,0.008
595,0.014
596,0.008
597,0.007
598,0.007
599,0.007
600,0.014
601,0.015
602,0.01
603,0.016
604,0.01
605,0.009
606,0.009
607,0.009
608,0.016
609,0.018333333333333337
610,0.015
611,0.012
612,0.015
613,0.013
614,0.013
615,0.013
616,0.012
617,0.022
618,0.015
619,0.016
620,0.015
621,0.013
622,0.013
623,0.013
624,0.016
625,0.014238095238095239
626,0.0105
627,0.0075
628,0.0105
629,0.0105
630,0.0105
631,0.0105
632,0.0075
633,0.0135
634,0.0095
635,0.0045
636,0.0095
637,0.0095
638,0.0095
639,0.0095
640,0.0045
641,0.010333333333333332
642,0.009
643,0.012
644,0.009
645,0.008
646,0.008
647,0.008
648,0.012
649,0.012
650,0.011
651,0.01
652,0.011
653,0.01
654,0.01
655,0.01
656,0.01
657,0.014071428571428572
658,0.0115
659,0.0095
660,0.0115
661,0.0105
662,0.0105
663,0.0105
664,0.0095
665,0.004
666,0.007
667,0.003
668,0.007
669,0.007
670,0.007
671,0.007
672,0.003
673,0.006
674,0.006
675,0.005
676,0.006
677,0.006
678,0.006
679,0.006
680,0.005
681,0.008166666666666666
682,0.007
683,0.007
684,0.007
685,0.006
686,0.006
687,0.006
688,0.007
689,0.006166666666666666
690,0.006
691,0.008333333333333331
692,0.006
693,0.006
694,0.006
695,0.006
696,0.008333333333333331
697,0.011833333333333335
698,0.01
699,0.008
700,0.01
701,0.01
702,0.01
703,0.01
704,0.008
705,0.0106
706,0.009
707,0.008
708,0.009
709,0.009
710,0.009
711,0.009
712,0.008
713,0.011
714,0.007
715,0.005
716,0.007
717,0.007
718,0.007
719,0.007
720,0.005
721,0.009333333333333332
722,0.007
723,0.008
724,0.007
725,0.007
726,0.007
727,0.007
728,0.008
729,0.009
730,0.012
731,0.010333333333333333
732,0.012
733,0.01
734,0.01
735,0.01
736,0.010333333333333333
737,0.006
738,0.006
739,0.004
740,0.006
741,0.006
742,0.006
743,0.006
744,0.004
745,0.0065
746,0.002
747,0.006833333333333333
748,0.002
749,0.002
750,0.002
751,0.002
752,0.006833333333333333
753,0.012
754,0.007
755,0.014
756,0.007
757,0.005
758,0.005
759,0.005
760,0.014
761,0.012
762,0.01
763,0.006
764,0.01
765,0.01
766,0.01
767,0.01
768,0.006
769,0.009560606060606061
770,0.003768939393939394
771,0.006118166911823899
772,0.003768939393939394
773,0.0037022727272727272
774,0.0037022727272727272
775,0.0037022727272727272
776,0.006118166911823899
777,0.0073
778,0.006
779,0.005224537037037037
780,0.006
781,0.006
782,0.006
783,0.006
784,0.005224537037037037
785,0.011503571428571432
786,0.005775000000000001
787,0.005234020944298998
788,0.005775000000000001
789,0.005708333333333334
790,0.005708333333333334
791,0.005708333333333334
792,0.005234020944298998
793,0.006799999999999999
794,0.005
795,0.004875
796,0.005
797,0.005
798,0.005
799,0.005
800,0.004875
801,0.010576190476190477
802,0.0056
803,0.006042097329888028
804,0.0056
805,0.0056
806,0.0056
807,0.0056
808,0.006042097329888028
809,0.012551190476190478
810,0.009533333333333331
811,0.010469298245614036
812,0.009533333333333331
813,0.007333333333333334
814,0.007333333333333334
815,0.007333333333333334
816,0.010469298245614036
817,0.07129404761904762
818,0.026619047619047622
819,0.036485964912280705
820,0.026619047619047622
821,0.024619047619047624
822,0.024619047619047624
823,0.024619047619047624
824,0.036485964912280705
825,0.0055
826,0.002
827,0.005
828,0.002
829,0.002
830,0.002
831,0.002
832,0.005
833,0.003
834,0.001
835,0.004
836,0.001
837,0.001
838,0.001
839,0.001
840,0.004
841,0.013
842,0.0095
843,0.0055
844,0.0095
845,0.0095
846,0.0095
847,0.0095
848,0.0055
849,0.0096
850,0.008
851,0.005
852,0.008
853,0.008
854,0.008
855,0.008
856,0.005
857,0.0060083333333333325
858,0.004083333333333333
859,0.00658348618494071
860,0.004083333333333333
861,0.004083333333333333
862,0.004083333333333333
863,0.004083333333333333
864,0.00658348618494071
865,0.004
866,0.0
867,0.006
868,0.0
869,0.0
870,0.0
871,0.0
872,0.006
873,0.04976666666666667
874,0.014499999999999999
875,0.028016666666666665
876,0.014499999999999999
877,0.014499999999999999
878,0.014499999999999999
879,0.014499999999999999
880,0.028016666666666665
881,0.00516060606060606
882,0.002660606060606061
883,0.002974026919905853
884,0.002660606060606061
885,0.002660606060606061
886,0.002660606060606061
887,0.002660606060606061
888,0.002974026919905853
889,0.010124358974358974
890,0.005666666666666666
891,0.0058429714557621535
892,0.005666666666666666
893,0.0056
894,0.0056
895,0.0056
896,0.0058429714557621535
897,0.01
898,0.01
899,0.014
900,0.01
901,0.01
902,0.01
903,0.01
904,0.014
905,0.0105
906,0.0025
907,0.0065
908,0.0025
909,0.0025
910,0.0025
911,0.0025
912,0.0065
913,0.0068
914,0.004
915,0.012
916,0.004
917,0.004
918,0.004
919,0.004
920,0.012
921,0.011375
922,0.012
923,0.009694788441692467
924,0.011
925,0.008
926,0.008
927,0.008
928,0.009694788441692467
929,0.010174999999999998
930,0.011458333333333334
931,0.017208333333333332
932,0.011458333333333334
933,0.011458333333333334
934,0.011458333333333334
935,0.011458333333333334
936,0.017208333333333332
937,0.009865031342926078
938,0.006893353576248313
939,0.014244558073505437
940,0.006893353576248313
941,0.0065600202429149795
942,0.0065600202429149795
943,0.0065600202429149795
944,0.013827891406838771
945,0.006373484848484849
946,0.007241666666666667
947,0.005861087377534746
948,0.007241666666666667
949,0.006908333333333333
950,0.006908333333333333
951,0.006908333333333333
952,0.005861087377534746
953,0.0115
954,0.013
955,0.0075
956,0.013
957,0.013
958,0.013
959,0.013
960,0.0075
961,0.004
962,0.007
963,0.005285714285714286
964,0.007
965,0.007
966,0.007
967,0.007
968,0.005285714285714286
969,0.011999999999999999
970,0.012833333333333332
971,0.0069947884416924665
972,0.012833333333333332
973,0.012833333333333332
974,0.012833333333333332
975,0.012833333333333332
976,0.0069947884416924665
977,0.007433333333333333
978,0.003933333333333334
979,0.006375430663221361
980,0.003933333333333334
981,0.003933333333333334
982,0.003933333333333334
983,0.003933333333333334
984,0.006375430663221361
985,0.0033
986,0.002
987,0.0031875
988,0.002
989,0.002
990,0.002
991,0.002
992,0.0031875
993,0.009541666666666667
994,0.006333333333333334
995,0.0075281217750258
996,0.006333333333333334
997,0.004333333333333334
998,0.004333333333333334
999,0.004333333333333334
1000,0.0075281217750258
1001,0.007791666666666666
1002,0.006258333333333333
1003,0.010666666666666668
1004,0.006258333333333333
1005,0.006258333333333333
1006,0.006258333333333333
1007,0.006258333333333333
1008,0.010666666666666668
1009,0.009166666666666668
1010,0.01046666666666667
1011,0.008166666666666666
1012,0.01046666666666667
1013,0.01046666666666667
1014,0.01046666666666667
1015,0.01046666666666667
1016,0.008166666666666666
1017,0.007257575757575758
1018,0.009133333333333335
1019,0.009166666666666667
1020,0.009133333333333335
1021,0.009133333333333335
1022,0.009133333333333335
1023,0.009133333333333335
1024,0.009166666666666667
1025,0.007408333333333334
1026,0.006958333333333333
1027,0.012408333333333334
1028,0.006958333333333333
1029,0.006958333333333333
1030,0.006958333333333333
1031,0.006958333333333333
1032,0.012408333333333334
1033,0.010583333333333333
1034,0.0108
1035,0.012833333333333334
1036,0.0108
1037,0.0108
1038,0.0108
1039,0.0108
1040,0.012833333333333334
1041,0.022591666666666666
1042,0.01809166666666667
1043,0.015300000000000001
1044,0.01809166666666667
1045,0.017758333333333338
1046,0.017758333333333338
1047,0.017758333333333338
1048,0.015300000000000001
1049,0.015416666666666667
1050,0.011333333333333334
1051,0.01025
1052,0.011333333333333334
1053,0.011
1054,0.011
1055,0.011
1056,0.01025
1057,0.006982456140350877
1058,0.0049824561403508764
1059,0.009866666666666668
1060,0.0049824561403508764
1061,0.0049824561403508764
1062,0.0049824561403508764
1063,0.0049824561403508764
1064,0.009866666666666668
1065,0.009330303030303029
1066,0.005696969696969697
1067,0.009363636363636364
1068,0.005696969696969697
1069,0.005363636363636363
1070,0.005363636363636363
1071,0.005363636363636363
1072,0.009363636363636364
1073,0.009333333333333332
1074,0.005833333333333334
1075,0.0065
1076,0.005833333333333334
1077,0.0055
1078,0.0055
1079,0.0055
1080,0.0065
1081,0.014485714285714286
1082,0.010133333333333333
1083,0.01235978835978836
1084,0.010133333333333333
1085,0.009800000000000001
1086,0.009800000000000001
1087,0.009800000000000001
1088,0.01235978835978836
1089,0.006166666666666666
1090,0.0068
1091,0.008166666666666666
1092,0.0068
1093,0.006466666666666667
1094,0.006466666666666667
1095,0.006466666666666667
1096,0.008166666666666666
1097,0.016333333333333335
1098,0.015
1099,0.012
1100,0.015
1101,0.013
1102,0.013
1103,0.013
1104,0.012
1105,0.004
1106,0.005966666666666667
1107,0.0086
1108,0.005966666666666667
1109,0.005633333333333334
1110,0.005633333333333334
1111,0.005633333333333334
1112,0.0086
1113,0.0072
1114,0.0023333333333333335
1115,0.012074074074074074
1116,0.0023333333333333335
1117,0.002
1118,0.002
1119,0.002
1120,0.012074074074074074
1121,0.030733766233766228
1122,0.014833333333333334
1123,0.02214285714285714
1124,0.014833333333333334
1125,0.014833333333333334
1126,0.014833333333333334
1127,0.014833333333333334
1128,0.02214285714285714
1129,0.021560139860139858
1130,0.011102564102564102
1131,0.018666666666666665
1132,0.011102564102564102
1133,0.011102564102564102
1134,0.011102564102564102
1135,0.011102564102564102
1136,0.018666666666666665
1137,0.009227272727272726
1138,0.014133333333333333
1139,0.009545454545454544
1140,0.014133333333333333
1141,0.013800000000000002
1142,0.013800000000000002
1143,0.013800000000000002
1144,0.009545454545454544
1145,0.011533333333333335
1146,0.0088
1147,0.011666666666666667
1148,0.0088
1149,0.008466666666666667
1150,0.008466666666666667
1151,0.008466666666666667
1152,0.011666666666666667
1153,0.016333333333333335
1154,0.009333333333333332
1155,0.011
1156,0.009333333333333332
1157,0.007
1158,0.007
1159,0.007
1160,0.011
1161,0.003
1162,0.004633333333333333
1163,0.006333333333333333
1164,0.004633333333333333
1165,0.0043
1166,0.0043
1167,0.0043
1168,0.006333333333333333
1169,0.015033333333333333
1170,0.013833333333333333
1171,0.0135
1172,0.013833333333333333
1173,0.0125
1174,0.0125
1175,0.0125
1176,0.0135
1177,0.01703333333333333
1178,0.015633333333333336
1179,0.0115
1180,0.015633333333333336
1181,0.013300000000000001
1182,0.013300000000000001
1183,0.013300000000000001
1184,0.0115
1185,0.021
1186,0.014
1187,0.014
1188,0.014
1189,0.012
1190,0.012
1191,0.012
1192,0.014
1193,0.009
1194,0.005
1195,0.006
1196,0.005
1197,0.005
1198,0.005
1199,0.005
1200,0.006
1201,0.004333333333333334
1202,0.004
1203,0.006
1204,0.004
1205,0.004
1206,0.004
1207,0.004
1208,0.006
1209,0.0022
1210,0.0
1211,0.002
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.002
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.001
1227,0.001
1228,0.001
1229,0.001
1230,0.001
1231,0.001
1232,0.001
1233,0.0015
1234,0.002
1235,0.006
1236,0.002
1237,0.002
1238,0.002
1239,0.002
1240,0.006
1241,0.0
1242,0.001
1243,0.002
1244,0.001
1245,0.001
1246,0.001
1247,0.001
1248,0.002
1249,0.0
1250,0.001
1251,0.001
1252,0.001
1253,0.001
1254,0.001
1255,0.001
1256,0.001
1257,0.001
1258,0.001
1259,0.002
1260,0.001
1261,0.001
1262,0.001
1263,0.001
1264,0.002
1265,0.002
1266,0.002
1267,0.005
1268,0.002
1269,0.002
1270,0.002
1271,0.002
1272,0.005
1273,0.0
1274,0.0
1275,0.003
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.003
1281,0.0024642857142857144
1282,0.0034642857142857145
1283,0.003160676532769556
1284,0.0034642857142857145
1285,0.003
1286,0.003
1287,0.003
1288,0.003160676532769556
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.009
1298,0.007
1299,0.012
1300,0.007
1301,0.007
1302,0.007
1303,0.007
1304,0.012
1305,0.002
1306,0.002
1307,0.005
1308,0.002
1309,0.002
1310,0.002
1311,0.002
1312,0.005
1313,0.001
1314,0.001
1315,0.002
1316,0.001
1317,0.001
1318,0.001
1319,0.001
1320,0.002
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0015
1330,0.002
1331,0.001
1332,0.002
1333,0.002
1334,0.002
1335,0.002
1336,0.001
1337,0.001
1338,0.001
1339,0.002
1340,0.001
1341,0.001
1342,0.001
1343,0.001
1344,0.002
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.00025
1354,0.001
1355,0.001
1356,0.001
1357,0.001
1358,0.001
1359,0.001
1360,0.001
1361,0.0003333333333333333
1362,0.0
1363,0.002
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.002
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0019333333333333333
1378,0.0016
1379,0.0036
1380,0.0016
1381,0.0016
1382,0.0016
1383,0.0016
1384,0.0036
1385,0.0
1386,0.001
1387,0.001
1388,0.001
1389,0.001
1390,0.001
1391,0.001
1392,0.001
1393,0.001
1394,0.003
1395,0.001
1396,0.003
1397,0.003
1398,0.003
1399,0.003
1400,0.001
1401,0.0
1402,0.001
1403,0.001
1404,0.001
1405,0.001
1406,0.001
1407,0.001
1408,0.001
1409,0.0
1410,0.0
1411,0.002
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.002
1417,0.001
1418,0.001
1419,0.001
1420,0.001
1421,0.001
1422,0.001
1423,0.001
1424,0.001
1425,0.001
1426,0.001
1427,0.0
1428,0.001
1429,0.001
1430,0.001
1431,0.001
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0034642857142857145
1442,0.004464285714285714
1443,0.003160676532769556
1444,0.004464285714285714
1445,0.004
1446,0.004
1447,0.004
1448,0.003160676532769556
1449,0.001
1450,0.0
1451,0.002
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.002
1457,0.002
1458,0.0
1459,0.002
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.002
1465,0.0
1466,0.0
1467,0.001
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.001
1473,0.001
1474,0.001
1475,0.0
1476,0.001
1477,0.001
1478,0.001
1479,0.001
1480,0.0
1481,0.001
1482,0.002
1483,0.003
1484,0.002
1485,0.002
1486,0.002
1487,0.002
1488,0.003
1489,0.001
1490,0.001
1491,0.005
1492,0.001
1493,0.001
1494,0.001
1495,0.001
1496,0.005
1497,0.002
1498,0.001
1499,0.004
1500,0.001
1501,0.001
1502,0.001
1503,0.001
1504,0.004
1505,0.0015
1506,0.001
1507,0.005
1508,0.001
1509,0.001
1510,0.001
1511,0.001
1512,0.005
1513,0.002
1514,0.001
1515,0.002
1516,0.001
1517,0.001
1518,0.001
1519,0.001
1520,0.002
1521,0.001
1522,0.001
1523,0.002
1524,0.001
1525,0.001
1526,0.001
1527,0.001
1528,0.002
1529,0.0024642857142857144
1530,0.0024642857142857144
1531,0.002160676532769556
1532,0.0024642857142857144
1533,0.002
1534,0.002
1535,0.002
1536,0.002160676532769556
1537,0.001
1538,0.001
1539,0.002
1540,0.001
1541,0.001
1542,0.001
1543,0.001
1544,0.002
1545,0.0013333333333333333
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.003
1554,0.0045
1555,0.004
1556,0.0045
1557,0.0045
1558,0.0045
1559,0.0045
1560,0.004
1561,0.002
1562,0.0
1563,0.004
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.004
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0016
1578,0.0006
1579,0.0016
1580,0.0006
1581,0.0006
1582,0.0006
1583,0.0006
1584,0.0016
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.001
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.001
1601,0.001
1602,0.001
1603,0.004
1604,0.001
1605,0.001
1606,0.001
1607,0.001
1608,0.004
1609,0.0015
1610,0.002
1611,0.003
1612,0.002
1613,0.002
1614,0.002
1615,0.002
1616,0.003
1617,0.001
1618,0.001
1619,0.003
1620,0.001
1621,0.001
1622,0.001
1623,0.001
1624,0.003
1625,0.001
1626,0.002
1627,0.004
1628,0.002
1629,0.002
1630,0.002
1631,0.002
1632,0.004
1633,0.003
1634,0.002
1635,0.004
1636,0.002
1637,0.002
1638,0.002
1639,0.002
1640,0.004
1641,0.001
1642,0.0
1643,0.002
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.002
1649,0.001
1650,0.003
1651,0.002
1652,0.003
1653,0.003
1654,0.003
1655,0.003
1656,0.002
1657,0.003
1658,0.003
1659,0.003
1660,0.003
1661,0.003
1662,0.003
1663,0.003
1664,0.003
1665,0.002
1666,0.002
1667,0.001
1668,0.002
1669,0.002
1670,0.002
1671,0.002
1672,0.001
1673,0.002413793103448276
1674,0.002413793103448276
1675,0.005413793103448276
1676,0.002413793103448276
1677,0.002413793103448276
1678,0.002413793103448276
1679,0.002413793103448276
1680,0.005413793103448276
1681,0.0033333333333333335
1682,0.0023333333333333335
1683,0.005333333333333333
1684,0.0023333333333333335
1685,0.0023333333333333335
1686,0.0023333333333333335
1687,0.0023333333333333335
1688,0.005333333333333333
1689,0.001
1690,0.001
1691,0.001
1692,0.001
1693,0.001
1694,0.001
1695,0.001
1696,0.001
1697,0.001
1698,0.001
1699,0.003
1700,0.001
1701,0.001
1702,0.001
1703,0.001
1704,0.003
1705,0.005
1706,0.003
1707,0.003
1708,0.003
1709,0.003
1710,0.003
1711,0.003
1712,0.003
1713,0.002
1714,0.003
1715,0.003
1716,0.003
1717,0.003
1718,0.003
1719,0.003
1720,0.003
1721,0.0
1722,0.001
1723,0.001
1724,0.001
1725,0.001
1726,0.001
1727,0.001
1728,0.001
1729,0.002
1730,0.001
1731,0.004
1732,0.001
1733,0.001
1734,0.001
1735,0.001
1736,0.004
1737,0.001
1738,0.001
1739,0.002
1740,0.001
1741,0.001
1742,0.001
1743,0.001
1744,0.002
1745,0.001
1746,0.001
